STATION,DATE,REPORT_TYPE,HourlyDryBulbTemperature
72295023174,2019-01-16T18:51:00,FM-16,57
72295023174,2019-01-16T18:53:00,FM-15,58
72295023174,2019-01-16T19:16:00,FM-16,58
72295023174,2019-01-16T19:27:00,FM-16,58
72295023174,2019-01-16T19:33:00,FM-16,58
72295023174,2019-01-16T19:43:00,FM-16,58
72295023174,2019-01-16T19:51:00,FM-16,59
72295023174,2019-01-16T19:53:00,FM-15,59
72295023174,2019-01-16T20:24:00,FM-16,61
72295023174,2019-01-16T20:51:00,FM-16,61
72295023174,2019-01-16T20:53:00,FM-15,61
72295023174,2019-01-16T21:01:00,FM-16,61
72295023174,2019-01-16T21:51:00,FM-16,61
72295023174,2019-01-16T21:53:00,FM-15,61
72295023174,2019-01-16T22:00:00,FM-12,61
72295023174,2019-01-16T22:43:00,FM-16,60
72295023174,2019-01-16T22:53:00,FM-15,60
72295023174,2019-01-16T23:16:00,FM-16,60
72295023174,2019-01-16T23:25:00,FM-16,60
72295023174,2019-01-16T23:53:00,FM-15,61
72295023174,2019-01-17T00:20:00,FM-16,60
72295023174,2019-01-17T00:53:00,FM-15,60
72295023174,2019-01-17T01:53:00,FM-15,60
72295023174,2019-01-17T02:01:00,FM-16,60
72295023174,2019-01-17T02:10:00,FM-16,60
72295023174,2019-01-17T02:29:00,FM-16,60
72295023174,2019-01-17T02:53:00,FM-15,60
72295023174,2019-01-17T03:29:00,FM-16,60
72295023174,2019-01-17T03:53:00,FM-15,60
72295023174,2019-01-17T04:00:00,FM-12,60
72295023174,2019-01-17T04:24:00,FM-16,60
72295023174,2019-01-17T04:51:00,FM-16,61
72295023174,2019-01-17T04:53:00,FM-15,60
72295023174,2019-01-17T05:18:00,FM-16,60
72295023174,2019-01-17T05:40:00,FM-16,60
72295023174,2019-01-17T05:53:00,FM-15,60
72295023174,2019-01-17T06:53:00,FM-15,61
72295023174,2019-01-17T07:19:00,FM-16,61
72295023174,2019-01-17T07:53:00,FM-15,61
72295023174,2019-01-17T08:53:00,FM-15,61
72295023174,2019-01-17T09:31:00,FM-16,61
72295023174,2019-01-17T09:53:00,FM-15,61
72295023174,2019-01-17T10:00:00,FM-12,61
72295023174,2019-01-17T10:53:00,FM-15,61
72295023174,2019-01-17T11:44:00,FM-16,61
72295023174,2019-01-17T11:53:00,FM-15,61
72295023174,2019-01-17T12:47:00,FM-16,60
72295023174,2019-01-17T12:53:00,FM-15,60
72295023174,2019-01-17T13:04:00,FM-16,60
72295023174,2019-01-17T13:20:00,FM-16,59
72295023174,2019-01-17T13:46:00,FM-16,60
72295023174,2019-01-17T13:53:00,FM-15,60
72295023174,2019-01-17T14:23:00,FM-16,60
72295023174,2019-01-17T14:53:00,FM-15,59
72295023174,2019-01-17T15:10:00,FM-16,59
72295023174,2019-01-17T15:51:00,FM-16,61
72295023174,2019-01-17T15:53:00,FM-15,60
72295023174,2019-01-17T16:00:00,FM-12,60
72295023174,2019-01-17T16:53:00,FM-15,59
72295023174,2019-01-17T17:04:00,FM-16,59
72295023174,2019-01-17T17:53:00,FM-15,59
72295023174,2019-01-17T18:53:00,FM-15,59
72295023174,2019-01-17T19:53:00,FM-15,58
72295023174,2019-01-17T20:51:00,FM-16,57
72295023174,2019-01-17T20:53:00,FM-15,58
72295023174,2019-01-17T21:33:00,FM-16,58
72295023174,2019-01-17T21:53:00,FM-15,59
72295023174,2019-01-17T22:00:00,FM-12,59
72295023174,2019-01-17T22:53:00,FM-15,59
72295023174,2019-01-17T23:53:00,FM-15,59
72295023174,2019-01-18T00:53:00,FM-15,59
72295023174,2019-01-18T00:59:00,FM-16,59
72295023174,2019-01-18T01:47:00,FM-16,58
72295023174,2019-01-18T01:53:00,FM-15,58
72295023174,2019-01-18T02:53:00,FM-15,57
72295023174,2019-01-18T03:53:00,FM-15,56
72295023174,2019-01-18T04:00:00,FM-12,56
72295023174,2019-01-18T04:44:00,FM-16,55
72295023174,2019-01-18T04:53:00,FM-15,55
72295023174,2019-01-18T05:04:00,FM-16,54
72295023174,2019-01-18T05:11:00,FM-16,54
72295023174,2019-01-18T05:53:00,FM-15,55
72295023174,2019-01-18T06:19:00,FM-16,55
72295023174,2019-01-18T06:29:00,FM-16,55
72295023174,2019-01-18T06:47:00,FM-16,55
72295023174,2019-01-18T06:53:00,FM-15,55
72295023174,2019-01-18T07:53:00,FM-15,55
72295023174,2019-01-18T08:00:00,FM-16,56
72295023174,2019-01-18T08:53:00,FM-15,58
72295023174,2019-01-18T09:05:00,FM-16,59
72295023174,2019-01-18T09:53:00,FM-15,59
72295023174,2019-01-18T10:00:00,FM-12,59
72295023174,2019-01-18T10:00:00,FM-16,60
72295023174,2019-01-18T10:53:00,FM-15,61
72295023174,2019-01-18T11:15:00,FM-16,62
72295023174,2019-01-18T11:53:00,FM-15,64
72295023174,2019-01-18T12:08:00,FM-16,63
72295023174,2019-01-18T12:48:00,FM-16,63
72295023174,2019-01-18T12:53:00,FM-15,63
72295023174,2019-01-18T13:53:00,FM-15,63
72295023174,2019-01-18T14:53:00,FM-15,62
72295023174,2019-01-18T15:53:00,FM-15,61
72295023174,2019-01-18T16:00:00,FM-12,61
72295023174,2019-01-18T16:53:00,FM-15,60
72295023174,2019-01-18T17:53:00,FM-15,59
72295023174,2019-01-18T18:53:00,FM-15,59
72295023174,2019-01-18T19:53:00,FM-15,59
72295023174,2019-01-18T20:31:00,FM-16,58
72295023174,2019-01-18T20:53:00,FM-15,58
72295023174,2019-01-18T21:53:00,FM-15,58
72295023174,2019-01-18T22:00:00,FM-12,58
72295023174,2019-01-18T22:53:00,FM-15,57
72295023174,2019-01-18T23:53:00,FM-15,58
72295023174,2019-01-19T00:53:00,FM-15,57
72295023174,2019-01-19T01:53:00,FM-15,54
72295023174,2019-01-19T02:53:00,FM-15,53
72295023174,2019-01-19T03:53:00,FM-15,53
72295023174,2019-01-19T04:00:00,FM-12,53
72295023174,2019-01-19T04:53:00,FM-15,54
72295023174,2019-01-19T05:53:00,FM-15,55
72295023174,2019-01-19T06:53:00,FM-15,57
72295023174,2019-01-19T07:53:00,FM-15,57
72295023174,2019-01-19T08:53:00,FM-15,62
72295023174,2019-01-19T09:53:00,FM-15,67
72295023174,2019-01-19T10:00:00,FM-12,67
72295023174,2019-01-19T10:53:00,FM-15,71
72295023174,2019-01-19T11:53:00,FM-15,75
72295023174,2019-01-19T12:53:00,FM-15,75
72295023174,2019-01-19T13:53:00,FM-15,72
72295023174,2019-01-19T14:53:00,FM-15,68
72295023174,2019-01-19T15:53:00,FM-15,66
72295023174,2019-01-19T16:00:00,FM-12,66
72295023174,2019-01-19T16:53:00,FM-15,64
72295023174,2019-01-19T17:53:00,FM-15,61
72295023174,2019-01-19T18:53:00,FM-15,61
72295023174,2019-01-19T19:53:00,FM-15,61
72295023174,2019-01-19T20:53:00,FM-15,61
72295023174,2019-01-19T21:53:00,FM-15,65
72295023174,2019-01-19T22:00:00,FM-12,65
72295023174,2019-01-19T22:53:00,FM-15,62
72295023174,2019-01-19T23:53:00,FM-15,63
72295023174,2019-01-20T00:53:00,FM-15,64
72295023174,2019-01-20T01:53:00,FM-15,58
72295023174,2019-01-20T02:53:00,FM-15,58
72295023174,2019-01-20T03:53:00,FM-15,57
72295023174,2019-01-20T04:00:00,FM-12,57
72295023174,2019-01-20T04:53:00,FM-15,56
72295023174,2019-01-20T05:53:00,FM-15,56
72295023174,2019-01-20T06:53:00,FM-15,56
72295023174,2019-01-20T07:53:00,FM-15,57
72295023174,2019-01-20T08:53:00,FM-15,63
72295023174,2019-01-20T09:53:00,FM-15,66
72295023174,2019-01-20T10:00:00,FM-12,66
72295023174,2019-01-20T10:53:00,FM-15,69
72295023174,2019-01-20T11:53:00,FM-15,67
72295023174,2019-01-20T12:53:00,FM-15,69
72295023174,2019-01-20T13:53:00,FM-15,64
72295023174,2019-01-20T14:53:00,FM-15,63
72295023174,2019-01-20T15:53:00,FM-15,62
72295023174,2019-01-20T16:00:00,FM-12,62
72295023174,2019-01-20T16:53:00,FM-15,61
72295023174,2019-01-20T17:53:00,FM-15,61
72295023174,2019-01-20T18:53:00,FM-15,60
72295023174,2019-01-20T19:53:00,FM-15,60
72295023174,2019-01-20T20:53:00,FM-15,59
72295023174,2019-01-20T21:53:00,FM-15,59
72295023174,2019-01-20T22:00:00,FM-12,59
72295023174,2019-01-20T22:53:00,FM-15,61
72295023174,2019-01-20T23:53:00,FM-15,59
72295023174,2019-01-21T00:53:00,FM-15,58
72295023174,2019-01-21T01:53:00,FM-15,57
72295023174,2019-01-21T02:53:00,FM-15,57
72295023174,2019-01-21T03:53:00,FM-15,56
72295023174,2019-01-21T04:00:00,FM-12,56
72295023174,2019-01-21T04:53:00,FM-15,55
72295023174,2019-01-21T05:53:00,FM-15,55
72295023174,2019-01-21T06:53:00,FM-15,54
72295023174,2019-01-21T07:53:00,FM-15,55
72295023174,2019-01-21T08:53:00,FM-15,57
72295023174,2019-01-21T09:53:00,FM-15,59
72295023174,2019-01-21T10:00:00,FM-12,59
72295023174,2019-01-21T10:53:00,FM-15,60
72295023174,2019-01-21T11:53:00,FM-15,62
72295023174,2019-01-21T12:53:00,FM-15,62
72295023174,2019-01-21T13:53:00,FM-15,61
72295023174,2019-01-21T14:53:00,FM-15,61
72295023174,2019-01-21T15:53:00,FM-15,61
72295023174,2019-01-21T16:00:00,FM-12,61
72295023174,2019-01-21T16:53:00,FM-15,60
72295023174,2019-01-21T17:53:00,FM-15,58
72295023174,2019-01-21T18:53:00,FM-15,57
72295023174,2019-01-21T19:53:00,FM-15,56
72295023174,2019-01-21T20:53:00,FM-15,56
72295023174,2019-01-21T21:53:00,FM-15,56
72295023174,2019-01-21T22:00:00,FM-12,56
72295023174,2019-01-21T22:53:00,FM-15,56
72295023174,2019-01-21T23:53:00,FM-15,56
72295023174,2019-01-22T00:53:00,FM-15,55
72295023174,2019-01-22T01:53:00,FM-15,55
72295023174,2019-01-22T02:53:00,FM-15,55
72295023174,2019-01-22T03:53:00,FM-15,54
72295023174,2019-01-22T04:00:00,FM-12,54
72295023174,2019-01-22T04:53:00,FM-15,55
72295023174,2019-01-22T05:53:00,FM-15,54
72295023174,2019-01-22T06:53:00,FM-15,52
72295023174,2019-01-22T07:53:00,FM-15,55
72295023174,2019-01-22T08:53:00,FM-15,59
72295023174,2019-01-22T09:53:00,FM-15,61
72295023174,2019-01-22T10:00:00,FM-12,61
72295023174,2019-01-22T10:53:00,FM-15,63
72295023174,2019-01-22T11:53:00,FM-15,64
72295023174,2019-01-22T12:53:00,FM-15,64
72295023174,2019-01-22T13:53:00,FM-15,63
72295023174,2019-01-22T14:53:00,FM-15,63
72295023174,2019-01-22T15:53:00,FM-15,63
72295023174,2019-01-22T16:00:00,FM-12,63
72295023174,2019-01-22T16:53:00,FM-15,61
72295023174,2019-01-22T17:53:00,FM-15,58
72295023174,2019-01-22T18:53:00,FM-15,61
72295023174,2019-01-22T19:53:00,FM-15,59
72295023174,2019-01-22T20:53:00,FM-15,59
72295023174,2019-01-22T21:53:00,FM-15,56
72295023174,2019-01-22T22:00:00,FM-12,56
72295023174,2019-01-22T22:53:00,FM-15,58
72295023174,2019-01-22T23:53:00,FM-15,53
72295023174,2019-01-23T00:53:00,FM-15,52
72295023174,2019-01-23T01:53:00,FM-15,50
72295023174,2019-01-23T02:53:00,FM-15,48
72295023174,2019-01-23T03:53:00,FM-15,47
72295023174,2019-01-23T04:00:00,FM-12,47
72295023174,2019-01-23T04:53:00,FM-15,49
72295023174,2019-01-23T05:53:00,FM-15,50
72295023174,2019-01-23T06:53:00,FM-15,47
72295023174,2019-01-23T07:53:00,FM-15,50
72295023174,2019-01-23T08:53:00,FM-15,59
72295023174,2019-01-23T09:53:00,FM-15,61
72295023174,2019-01-23T10:00:00,FM-12,61
72295023174,2019-01-23T10:53:00,FM-15,63
72295023174,2019-01-23T11:53:00,FM-15,64
72295023174,2019-01-23T12:53:00,FM-15,63
72295023174,2019-01-23T13:53:00,FM-15,62
72295023174,2019-01-23T14:53:00,FM-15,62
72295023174,2019-01-23T15:53:00,FM-15,61
72295023174,2019-01-23T16:00:00,FM-12,61
72295023174,2019-01-23T16:53:00,FM-15,59
72295023174,2019-01-23T17:53:00,FM-15,58
72295023174,2019-01-23T18:53:00,FM-15,57
72295023174,2019-01-23T19:53:00,FM-15,56
72295023174,2019-01-23T20:53:00,FM-15,57
72295023174,2019-01-23T21:53:00,FM-15,56
72295023174,2019-01-23T22:00:00,FM-12,56
72295023174,2019-01-23T22:53:00,FM-15,54
72295023174,2019-01-23T23:53:00,FM-15,53
72295023174,2019-01-24T00:53:00,FM-15,52
72295023174,2019-01-24T01:53:00,FM-15,52
72295023174,2019-01-24T02:53:00,FM-15,52
72295023174,2019-01-24T03:53:00,FM-15,52
72295023174,2019-01-24T04:00:00,FM-12,52
72295023174,2019-01-24T04:53:00,FM-15,50
72295023174,2019-01-24T05:53:00,FM-15,53
72295023174,2019-01-24T06:53:00,FM-15,50
72295023174,2019-01-24T07:53:00,FM-15,55
72295023174,2019-01-24T08:53:00,FM-15,57
72295023174,2019-01-24T09:53:00,FM-15,65
72295023174,2019-01-24T10:00:00,FM-12,65
72295023174,2019-01-24T10:53:00,FM-15,69
72295023174,2019-01-24T11:53:00,FM-15,74
72295023174,2019-01-24T12:53:00,FM-15,76
72295023174,2019-01-24T13:53:00,FM-15,77
72295023174,2019-01-24T14:53:00,FM-15,72
72295023174,2019-01-24T15:53:00,FM-15,68
72295023174,2019-01-24T16:00:00,FM-12,68
72295023174,2019-01-24T16:53:00,FM-15,64
72295023174,2019-01-24T17:53:00,FM-15,62
72295023174,2019-01-24T18:53:00,FM-15,61
72295023174,2019-01-24T19:53:00,FM-15,62
72295023174,2019-01-24T20:53:00,FM-15,63
72295023174,2019-01-24T21:53:00,FM-15,64
72295023174,2019-01-24T22:00:00,FM-12,64
72295023174,2019-01-24T22:53:00,FM-15,62
72295023174,2019-01-24T23:53:00,FM-15,60
72295023174,2019-01-25T00:53:00,FM-15,60
72295023174,2019-01-25T01:53:00,FM-15,59
72295023174,2019-01-25T02:53:00,FM-15,51
72295023174,2019-01-25T03:53:00,FM-15,52
72295023174,2019-01-25T04:00:00,FM-12,52
72295023174,2019-01-25T04:53:00,FM-15,53
72295023174,2019-01-25T05:53:00,FM-15,54
72295023174,2019-01-25T06:53:00,FM-15,57
72295023174,2019-01-25T07:53:00,FM-15,53
72295023174,2019-01-25T08:53:00,FM-15,61
72295023174,2019-01-25T09:53:00,FM-15,65
72295023174,2019-01-25T10:00:00,FM-12,65
72295023174,2019-01-25T10:53:00,FM-15,70
72295023174,2019-01-25T11:53:00,FM-15,73
72295023174,2019-01-25T12:53:00,FM-15,73
72295023174,2019-01-25T13:53:00,FM-15,68
72295023174,2019-01-25T14:53:00,FM-15,67
72295023174,2019-01-25T15:53:00,FM-15,67
72295023174,2019-01-25T16:00:00,FM-12,67
72295023174,2019-01-25T16:53:00,FM-15,65
72295023174,2019-01-25T17:53:00,FM-15,61
72295023174,2019-01-25T18:53:00,FM-15,61
72295023174,2019-01-25T19:53:00,FM-15,60
72295023174,2019-01-25T20:53:00,FM-15,60
72295023174,2019-01-25T21:53:00,FM-15,64
72295023174,2019-01-25T22:00:00,FM-12,64
72295023174,2019-01-25T22:53:00,FM-15,62
72295023174,2019-01-25T23:53:00,FM-15,59
72295023174,2019-01-26T00:53:00,FM-15,57
72295023174,2019-01-26T01:53:00,FM-15,56
72295023174,2019-01-26T02:53:00,FM-15,55
72295023174,2019-01-26T03:53:00,FM-15,55
72295023174,2019-01-26T04:00:00,FM-12,55
72295023174,2019-01-26T04:53:00,FM-15,57
72295023174,2019-01-26T05:53:00,FM-15,53
72295023174,2019-01-26T06:53:00,FM-15,54
72295023174,2019-01-26T07:53:00,FM-15,60
72295023174,2019-01-26T08:53:00,FM-15,63
72295023174,2019-01-26T09:53:00,FM-15,69
72295023174,2019-01-26T10:00:00,FM-12,69
72295023174,2019-01-26T10:53:00,FM-15,72
72295023174,2019-01-26T11:53:00,FM-15,74
72295023174,2019-01-26T12:53:00,FM-15,72
72295023174,2019-01-26T13:53:00,FM-15,73
72295023174,2019-01-26T14:53:00,FM-15,72
72295023174,2019-01-26T15:53:00,FM-15,72
72295023174,2019-01-26T16:00:00,FM-12,72
72295023174,2019-01-26T16:53:00,FM-15,68
72295023174,2019-01-26T17:53:00,FM-15,69
72295023174,2019-01-26T18:53:00,FM-15,66
72295023174,2019-01-26T19:53:00,FM-15,64
72295023174,2019-01-26T20:53:00,FM-15,62
72295023174,2019-01-26T21:53:00,FM-15,64
72295023174,2019-01-26T22:00:00,FM-12,64
72295023174,2019-01-26T22:53:00,FM-15,62
72295023174,2019-01-26T23:53:00,FM-15,64
72295023174,2019-01-27T00:53:00,FM-15,59
72295023174,2019-01-27T01:53:00,FM-15,58
72295023174,2019-01-27T02:53:00,FM-15,54
72295023174,2019-01-27T03:53:00,FM-15,55
72295023174,2019-01-27T04:00:00,FM-12,55
72295023174,2019-01-27T04:53:00,FM-15,54
72295023174,2019-01-27T05:53:00,FM-15,52
72295023174,2019-01-27T06:53:00,FM-15,53
72295023174,2019-01-27T07:53:00,FM-15,58
72295023174,2019-01-27T08:53:00,FM-15,64
72295023174,2019-01-27T09:53:00,FM-15,70
72295023174,2019-01-27T10:00:00,FM-12,70
72295023174,2019-01-27T10:53:00,FM-15,73
72295023174,2019-01-27T11:53:00,FM-15,71
72295023174,2019-01-27T12:53:00,FM-15,68
72295023174,2019-01-27T13:53:00,FM-15,70
72295023174,2019-01-27T14:53:00,FM-15,69
72295023174,2019-01-27T15:53:00,FM-15,67
72295023174,2019-01-27T16:00:00,FM-12,67
72295023174,2019-01-27T16:53:00,FM-15,64
72295023174,2019-01-27T17:53:00,FM-15,62
72295023174,2019-01-27T18:53:00,FM-15,61
72295023174,2019-01-27T19:53:00,FM-15,61
72295023174,2019-01-27T20:53:00,FM-15,60
72295023174,2019-01-27T21:53:00,FM-15,60
72295023174,2019-01-27T22:00:00,FM-12,60
72295023174,2019-01-27T22:53:00,FM-15,58
72295023174,2019-01-27T23:53:00,FM-15,58
72295023174,2019-01-28T00:53:00,FM-15,57
72295023174,2019-01-28T01:53:00,FM-15,54
72295023174,2019-01-28T02:53:00,FM-15,55
72295023174,2019-01-28T03:53:00,FM-15,54
72295023174,2019-01-28T04:00:00,FM-12,54
72295023174,2019-01-28T04:53:00,FM-15,52
72295023174,2019-01-28T05:53:00,FM-15,51
72295023174,2019-01-28T06:53:00,FM-15,52
72295023174,2019-01-28T07:53:00,FM-15,53
72295023174,2019-01-28T08:53:00,FM-15,57
72295023174,2019-01-28T09:53:00,FM-15,62
72295023174,2019-01-28T10:00:00,FM-12,62
72295023174,2019-01-28T10:53:00,FM-15,63
72295023174,2019-01-28T11:53:00,FM-15,65
72295023174,2019-01-28T12:53:00,FM-15,70
72295023174,2019-01-28T13:53:00,FM-15,67
72295023174,2019-01-28T14:53:00,FM-15,65
72295023174,2019-01-28T15:53:00,FM-15,63
72295023174,2019-01-28T16:00:00,FM-12,63
72295023174,2019-01-28T16:53:00,FM-15,61
72295023174,2019-01-28T17:53:00,FM-15,61
72295023174,2019-01-28T18:53:00,FM-15,60
72295023174,2019-01-28T19:53:00,FM-15,60
72295023174,2019-01-28T20:53:00,FM-15,60
72295023174,2019-01-28T21:53:00,FM-15,59
72295023174,2019-01-28T22:00:00,FM-12,59
72295023174,2019-01-28T22:53:00,FM-15,61
72295023174,2019-01-28T23:53:00,FM-15,60
72295023174,2019-01-29T00:53:00,FM-15,60
72295023174,2019-01-29T01:46:00,FM-16,59
72295023174,2019-01-29T01:53:00,FM-15,59
72295023174,2019-01-29T02:53:00,FM-15,58
72295023174,2019-01-29T03:53:00,FM-15,58
72295023174,2019-01-29T04:00:00,FM-12,58
72295023174,2019-01-29T04:53:00,FM-15,57
72295023174,2019-01-29T05:29:00,FM-16,57
72295023174,2019-01-29T05:53:00,FM-15,57
72295023174,2019-01-29T06:04:00,FM-16,57
72295023174,2019-01-29T06:53:00,FM-15,57
72295023174,2019-01-29T07:53:00,FM-15,58
72295023174,2019-01-29T08:53:00,FM-15,60
72295023174,2019-01-29T09:53:00,FM-15,64
72295023174,2019-01-29T10:00:00,FM-12,64
72295023174,2019-01-29T10:53:00,FM-15,65
72295023174,2019-01-29T11:53:00,FM-15,64
72295023174,2019-01-29T12:53:00,FM-15,64
72295023174,2019-01-29T13:53:00,FM-15,67
72295023174,2019-01-29T14:53:00,FM-15,64
72295023174,2019-01-29T15:53:00,FM-15,63
72295023174,2019-01-29T16:00:00,FM-12,63
72295023174,2019-01-29T16:30:00,FM-16,60
72295023174,2019-01-29T16:51:00,FM-16,61
72295023174,2019-01-29T16:53:00,FM-15,60
72295023174,2019-01-29T17:53:00,FM-15,60
72295023174,2019-01-29T18:14:00,FM-16,60
72295023174,2019-01-29T18:51:00,FM-16,59
72295023174,2019-01-29T18:53:00,FM-15,59
72295023174,2019-01-29T19:16:00,FM-16,59
72295023174,2019-01-29T19:53:00,FM-15,60
72295023174,2019-01-29T20:03:00,FM-16,60
72295023174,2019-01-29T20:53:00,FM-15,59
72295023174,2019-01-29T21:53:00,FM-15,58
72295023174,2019-01-29T22:00:00,FM-12,58
72295023174,2019-01-29T22:53:00,FM-15,57
72295023174,2019-01-29T23:53:00,FM-15,57
72295023174,2019-01-30T00:53:00,FM-15,56
72295023174,2019-01-30T01:53:00,FM-15,56
72295023174,2019-01-30T02:53:00,FM-15,56
72295023174,2019-01-30T03:53:00,FM-15,56
72295023174,2019-01-30T04:00:00,FM-12,56
72295023174,2019-01-30T04:53:00,FM-15,56
72295023174,2019-01-30T05:53:00,FM-15,56
72295023174,2019-01-30T06:53:00,FM-15,56
72295023174,2019-01-30T07:53:00,FM-15,55
72295023174,2019-01-30T08:53:00,FM-15,58
72295023174,2019-01-30T09:53:00,FM-15,60
72295023174,2019-01-30T10:00:00,FM-12,60
72295023174,2019-01-30T10:53:00,FM-15,62
72295023174,2019-01-30T11:53:00,FM-15,63
72295023174,2019-01-30T12:53:00,FM-15,63
72295023174,2019-01-30T13:53:00,FM-15,62
72295023174,2019-01-30T14:53:00,FM-15,63
72295023174,2019-01-30T15:53:00,FM-15,62
72295023174,2019-01-30T16:00:00,FM-12,62
72295023174,2019-01-30T16:53:00,FM-15,60
72295023174,2019-01-30T17:48:00,FM-16,59
72295023174,2019-01-30T17:53:00,FM-15,60
72295023174,2019-01-30T18:24:00,FM-16,59
72295023174,2019-01-30T18:53:00,FM-15,59
72295023174,2019-01-30T19:53:00,FM-15,58
72295023174,2019-01-30T20:53:00,FM-15,58
72295023174,2019-01-30T21:53:00,FM-15,58
72295023174,2019-01-30T22:00:00,FM-12,58
72295023174,2019-01-30T22:53:00,FM-15,58
72295023174,2019-01-30T23:53:00,FM-15,58
72295023174,2019-01-31T00:53:00,FM-15,56
72295023174,2019-01-31T01:53:00,FM-15,56
72295023174,2019-01-31T01:59:00,FM-16,56
72295023174,2019-01-31T02:53:00,FM-15,56
72295023174,2019-01-31T03:53:00,FM-15,57
72295023174,2019-01-31T04:00:00,FM-12,57
72295023174,2019-01-31T04:53:00,FM-15,57
72295023174,2019-01-31T05:13:00,FM-16,57
72295023174,2019-01-31T05:53:00,FM-15,57
72295023174,2019-01-31T06:53:00,FM-15,57
72295023174,2019-01-31T07:53:00,FM-15,57
72295023174,2019-01-31T08:53:00,FM-15,59
72295023174,2019-01-31T09:26:00,FM-16,59
72295023174,2019-01-31T09:53:00,FM-15,59
72295023174,2019-01-31T10:00:00,FM-12,59
72295023174,2019-01-31T10:53:00,FM-15,58
72295023174,2019-01-31T11:03:00,FM-16,57
72295023174,2019-01-31T11:39:00,FM-16,57
72295023174,2019-01-31T11:53:00,FM-15,57
72295023174,2019-01-31T12:51:00,FM-16,55
72295023174,2019-01-31T12:53:00,FM-15,56
72295023174,2019-01-31T13:53:00,FM-15,57
72295023174,2019-01-31T14:11:00,FM-16,60
72295023174,2019-01-31T14:38:00,FM-16,59
72295023174,2019-01-31T14:53:00,FM-15,60
72295023174,2019-01-31T15:53:00,FM-15,58
72295023174,2019-01-31T16:00:00,FM-12,58
72295023174,2019-01-31T16:53:00,FM-15,58
72295023174,2019-01-31T17:53:00,FM-15,59
72295023174,2019-01-31T18:53:00,FM-15,59
72295023174,2019-01-31T19:53:00,FM-15,57
72295023174,2019-01-31T20:53:00,FM-15,54
72295023174,2019-01-31T21:53:00,FM-15,55
72295023174,2019-01-31T22:00:00,FM-12,55
72295023174,2019-01-31T22:53:00,FM-15,55
72295023174,2019-01-31T23:53:00,FM-15,54
72295023174,2019-02-01T00:53:00,FM-15,52
72295023174,2019-02-01T01:53:00,FM-15,52
72295023174,2019-02-01T02:53:00,FM-15,50
72295023174,2019-02-01T03:53:00,FM-15,49
72295023174,2019-02-01T04:00:00,FM-12,49
72295023174,2019-02-01T04:53:00,FM-15,50
72295023174,2019-02-01T05:53:00,FM-15,50
72295023174,2019-02-01T06:53:00,FM-15,50
72295023174,2019-02-01T07:53:00,FM-15,52
72295023174,2019-02-01T08:53:00,FM-15,54
72295023174,2019-02-01T09:33:00,FM-16,56
72295023174,2019-02-01T09:53:00,FM-15,59
72295023174,2019-02-01T10:00:00,FM-12,59
72295023174,2019-02-01T10:09:00,FM-16,59
72295023174,2019-02-01T10:53:00,FM-15,59
72295023174,2019-02-01T11:18:00,FM-16,60
72295023174,2019-02-01T11:53:00,FM-15,61
72295023174,2019-02-01T12:28:00,FM-16,62
72295023174,2019-02-01T12:53:00,FM-15,62
72295023174,2019-02-01T13:53:00,FM-15,62
72295023174,2019-02-01T14:53:00,FM-15,61
72295023174,2019-02-01T15:53:00,FM-15,60
72295023174,2019-02-01T16:00:00,FM-12,60
72295023174,2019-02-01T16:53:00,FM-15,60
72295023174,2019-02-01T17:53:00,FM-15,59
72295023174,2019-02-01T18:51:00,FM-16,57
72295023174,2019-02-01T18:53:00,FM-15,58
72295023174,2019-02-01T19:51:00,FM-16,57
72295023174,2019-02-01T19:53:00,FM-15,58
72295023174,2019-02-01T20:51:00,FM-16,57
72295023174,2019-02-01T20:53:00,FM-15,58
72295023174,2019-02-01T21:51:00,FM-16,57
72295023174,2019-02-01T21:53:00,FM-15,57
72295023174,2019-02-01T22:00:00,FM-12,57
72295023174,2019-02-01T22:51:00,FM-16,57
72295023174,2019-02-01T22:53:00,FM-15,57
72295023174,2019-02-01T23:53:00,FM-15,57
72295023174,2019-02-02T00:53:00,FM-15,55
72295023174,2019-02-02T01:53:00,FM-15,56
72295023174,2019-02-02T02:53:00,FM-15,56
72295023174,2019-02-02T03:53:00,FM-15,56
72295023174,2019-02-02T04:00:00,FM-12,56
72295023174,2019-02-02T04:53:00,FM-15,56
72295023174,2019-02-02T05:53:00,FM-15,55
72295023174,2019-02-02T06:51:00,FM-16,54
72295023174,2019-02-02T06:53:00,FM-15,54
72295023174,2019-02-02T07:53:00,FM-15,56
72295023174,2019-02-02T08:53:00,FM-15,57
72295023174,2019-02-02T09:08:00,FM-16,57
72295023174,2019-02-02T09:18:00,FM-16,57
72295023174,2019-02-02T09:30:00,FM-16,57
72295023174,2019-02-02T09:46:00,FM-16,59
72295023174,2019-02-02T09:51:00,FM-16,59
72295023174,2019-02-02T09:53:00,FM-15,59
72295023174,2019-02-02T10:00:00,FM-12,59
72295023174,2019-02-02T10:33:00,FM-16,59
72295023174,2019-02-02T10:53:00,FM-15,60
72295023174,2019-02-02T11:05:00,FM-16,60
72295023174,2019-02-02T11:20:00,FM-16,60
72295023174,2019-02-02T11:45:00,FM-16,59
72295023174,2019-02-02T11:49:00,FM-16,55
72295023174,2019-02-02T11:51:00,FM-16,55
