"Wayne County, Illinois",16402,43.4,50251,26313,7370,220,14,2164
"White County, Illinois",13868,44.3,49290,26746,5939,419,0,1887
"Whiteside County, Illinois",56016,43.4,54232,29856,26264,1235,21,5852
"Will County, Illinois",689315,37.9,86961,36524,351095,17294,263,45834
"Williamson County, Illinois",67102,41.2,50734,28375,28866,1740,96,8964
"Winnebago County, Illinois",284819,39.7,54489,29278,132720,11774,37,43574
"Woodford County, Illinois",38700,40.5,72808,37170,18653,721,16,2651
"Adams County, Indiana",35376,33.5,52504,23316,15495,575,0,5825
"Allen County, Indiana",372575,35.9,54857,29160,182422,9403,141,48580
"Bartholomew County, Indiana",82481,37.8,63431,31774,40151,1768,24,10859
"Benton County, Indiana",8677,40.5,49488,25187,4177,139,0,1157
"Blackford County, Indiana",12013,44,43505,24302,5194,322,0,1509
"Boone County, Indiana",65544,38.1,83077,48295,34202,670,90,3848
"Brown County, Indiana",15064,50,61030,34372,7042,333,0,1343
"Carroll County, Indiana",20074,42.9,54806,29366,9367,300,0,1912
"Cass County, Indiana",37880,40.8,49415,24948,17738,857,0,5353
"Clark County, Indiana",116507,39.1,55630,29062,58218,2984,47,11544
"Clay County, Indiana",26234,41.5,55637,26257,12009,518,41,3217
"Clinton County, Indiana",32273,37.8,54286,24489,15183,611,0,3916
"Crawford County, Indiana",10569,43,41662,22443,4247,163,7,1858
"Daviess County, Indiana",33120,34.4,53629,23848,14545,549,11,3888
"Dearborn County, Indiana",49479,42.5,68658,30800,24757,956,24,4446
"Decatur County, Indiana",26562,39.2,57949,27006,13247,526,0,2981
"DeKalb County, Indiana",42927,39.1,56421,29073,21541,792,0,4821
"Delaware County, Indiana",115020,35.6,43512,25107,52763,3724,55,23562
"Dubois County, Indiana",42543,40.3,60666,30366,22529,453,46,3767
"Elkhart County, Indiana",204558,35.6,57021,26150,97025,4577,21,24885
"Fayette County, Indiana",23194,42.8,46175,24015,10070,535,0,4336
"Floyd County, Indiana",77320,39.8,64468,33478,38812,1551,46,7432
"Fountain County, Indiana",16430,43.4,52874,28058,7601,345,0,1802
"Franklin County, Indiana",22774,42.2,62462,29166,11301,295,27,2055
"Fulton County, Indiana",20096,41.3,52034,26427,9330,414,0,2442
"Gibson County, Indiana",33656,40.3,55462,28076,16591,502,3,3051
"Grant County, Indiana",66452,40.3,44356,23046,29082,2250,11,10953
"Greene County, Indiana",32159,43.1,51613,25453,14333,719,22,4527
"Hamilton County, Indiana",323117,37.1,98173,49287,172742,4891,157,14700
"Hancock County, Indiana",75164,39.8,74072,34119,39099,991,84,4941
"Harrison County, Indiana",39940,42.3,57712,28119,17546,959,30,4326
"Hendricks County, Indiana",163799,37.7,81933,36569,86609,3239,68,8021
"Henry County, Indiana",48255,42.1,49832,24687,19851,1163,9,6748
"Howard County, Indiana",82331,41.7,52373,28129,37078,2006,66,12046
"Huntington County, Indiana",36359,40.7,53632,26502,18586,532,11,3809
"Jackson County, Indiana",44025,38.5,51250,25840,20694,939,0,6268
"Jasper County, Indiana",33447,40.3,63892,28240,15558,636,4,2648
"Jay County, Indiana",20840,39.7,47658,23443,9616,376,0,2887
"Jefferson County, Indiana",32201,40.8,52718,27152,14357,632,0,4001
"Jennings County, Indiana",27710,39.8,54191,26017,13854,437,37,2987
"Johnson County, Indiana",153716,37.5,72440,34408,78779,2728,528,11196
"Knox County, Indiana",37065,37.9,47380,26041,18220,778,0,5381
"Kosciusko County, Indiana",79035,38.5,61366,29786,39704,1511,11,7584
"LaGrange County, Indiana",39193,31.1,64498,24549,16834,350,10,2489
"Lake County, Indiana",485707,39.1,56128,28923,219897,16412,120,74629
"LaPorte County, Indiana",110154,40.3,53658,27264,47646,3112,10,15490
"Lawrence County, Indiana",45548,43.1,53610,26603,20914,958,19,5549
"Madison County, Indiana",129455,40.4,49522,25557,57537,3440,90,20338
"Marion County, Indiana",951869,34.3,48316,28566,464897,31233,391,165969
"Marshall County, Indiana",46461,40,52658,25761,21088,1090,12,5918
"Martin County, Indiana",10212,42.7,52726,26758,4705,123,159,1156
"Miami County, Indiana",35815,40.1,50657,24028,15293,795,65,5110
"Monroe County, Indiana",146461,29.6,49839,28514,73499,4223,107,30706
"Montgomery County, Indiana",38287,40.2,55522,27162,18944,750,28,4198
"Morgan County, Indiana",69922,41.5,64335,30721,33408,1804,126,7225
"Newton County, Indiana",13992,43.1,55356,26007,6139,524,5,1762
"Noble County, Indiana",47506,38.7,56789,26832,22957,943,53,3453
"Ohio County, Indiana",5874,47.4,60128,30517,2932,50,0,412
"Orange County, Indiana",19545,42.4,47917,24080,8706,332,0,2848
"Owen County, Indiana",20835,45.2,49543,25209,9683,555,0,3154
"Parke County, Indiana",16946,43.2,52618,23574,6623,423,12,2243
"Perry County, Indiana",19102,42,52348,25707,8372,263,0,2067
"Pike County, Indiana",12378,43.7,50194,25624,5650,217,0,1418
"Porter County, Indiana",168636,39.5,71152,34595,79993,3652,44,16249
"Posey County, Indiana",25560,42.6,64196,32091,12401,533,0,2255
"Pulaski County, Indiana",12559,41.6,49580,24992,5450,372,0,1521
"Putnam County, Indiana",37384,37.9,61047,26120,16558,533,6,3620
"Randolph County, Indiana",24926,42.6,48036,24964,11372,597,7,3607
"Ripley County, Indiana",28391,40.7,56332,28312,13966,768,26,3323
"Rush County, Indiana",16641,41.7,54346,26301,7563,366,0,2365
"St. Joseph County, Indiana",270216,36.6,52769,28215,128744,6117,198,40012
"Scott County, Indiana",23759,41.5,48700,23646,10135,536,29,3459
"Shelby County, Indiana",44438,40.8,60404,29583,22227,820,20,4903
"Spencer County, Indiana",20447,44,57305,31287,9938,302,16,1871
"Starke County, Indiana",22952,41.5,51190,24673,9751,509,5,3385
"Steuben County, Indiana",34453,43.7,58279,29949,17584,586,0,3061
"Sullivan County, Indiana",20730,41,50245,24356,8591,440,0,2209
"Switzerland County, Indiana",10685,40.5,49383,24944,4519,293,0,2005
"Tippecanoe County, Indiana",191553,28.2,53130,27451,96929,4129,132,32662
"Tipton County, Indiana",15162,45.1,58118,31025,7530,251,14,1270
"Union County, Indiana",7113,43.5,50375,25661,3395,50,0,513
"Vanderburgh County, Indiana",181291,38.3,49708,29638,88298,4276,17,29122
"Vermillion County, Indiana",15539,42.9,50243,26493,6771,483,15,2280
"Vigo County, Indiana",107459,36.2,45230,25113,48625,3653,98,18815
"Wabash County, Indiana",31389,42.3,54259,27149,14712,703,19,3387
"Warren County, Indiana",8237,44.4,60553,31104,3974,165,0,948
"Warrick County, Indiana",62280,41.2,73482,37466,31695,1088,17,4218
"Washington County, Indiana",27848,41.6,47983,25015,12238,719,12,3282
"Wayne County, Indiana",66342,40.6,46516,26510,30108,1647,16,10395
"Wells County, Indiana",28011,40.3,59237,28663,13966,408,79,2302
"White County, Indiana",24149,42,54576,27461,11283,465,45,2198
"Whitley County, Indiana",33730,41.8,61741,31843,17204,644,18,3213
"Adair County, Iowa",7085,45.4,53363,30822,3506,154,0,754
"Adams County, Iowa",3670,47.3,49255,28440,1674,68,0,508
"Allamakee County, Iowa",13813,44.4,52216,27892,6752,205,0,1478
"Appanoose County, Iowa",12452,45.7,40167,26012,5263,366,0,2170
"Audubon County, Iowa",5571,48.1,52055,30344,2906,52,7,632
"Benton County, Iowa",25636,42.6,67729,33301,13269,409,0,2216
"Black Hawk County, Iowa",132393,35.2,53539,30563,69185,3170,67,20129
"Boone County, Iowa",26370,41.8,64000,32889,14064,401,86,1973
"Bremer County, Iowa",24864,39.8,70395,32814,13158,309,16,1725
"Buchanan County, Iowa",21118,39.1,64837,33373,10518,239,0,1812
"Buena Vista County, Iowa",20058,35,57125,26526,10343,553,0,2462
"Butler County, Iowa",14628,43.9,57115,30036,7202,213,6,1479
"Calhoun County, Iowa",9744,44.6,52323,28434,4314,102,24,1133
"Carroll County, Iowa",20281,42,59212,31648,10628,221,20,1707
"Cass County, Iowa",13091,44.9,50187,28302,6370,158,0,1776
"Cedar County, Iowa",18457,42.7,67795,32268,9634,307,0,1256
"Cerro Gordo County, Iowa",42834,44.3,53963,32757,22181,917,27,4252
"Cherokee County, Iowa",11343,46.3,56550,32999,5822,194,2,1201
"Chickasaw County, Iowa",12026,44.5,60034,31095,6519,111,0,793
"Clarke County, Iowa",9360,40.5,54427,27416,4615,144,29,1177
"Clay County, Iowa",16211,42.9,50521,28747,8111,356,0,1723
"Clayton County, Iowa",17625,47.3,53152,28294,9087,226,0,1993
"Clinton County, Iowa",46909,42.2,51688,28483,22152,1055,10,5988
"Crawford County, Iowa",17034,38.7,55755,29196,7824,558,0,2978
"Dallas County, Iowa",87099,35.4,88479,45090,47496,1333,60,4521
"Davis County, Iowa",8920,36.8,63404,29387,4202,131,0,868
"Decatur County, Iowa",7979,36.4,44462,22875,3666,183,0,1331
"Delaware County, Iowa",17183,43.8,63750,32112,9258,187,0,1559
"Des Moines County, Iowa",39386,42.9,51267,29941,19045,1045,12,6214
"Dickinson County, Iowa",17127,48.4,59969,39052,9204,183,0,1392
"Dubuque County, Iowa",96982,38.6,63031,32905,50533,2036,80,10646
"Emmet County, Iowa",9438,42.9,51563,28651,4721,175,0,1055
"Fayette County, Iowa",19803,43.8,51128,28643,9796,310,3,2173
"Floyd County, Iowa",15786,44.1,50406,29622,7857,180,0,2258
"Franklin County, Iowa",10162,42.7,56419,29546,4965,178,0,1362
"Fremont County, Iowa",6946,46.2,56750,29261,3262,122,0,714
"Greene County, Iowa",8950,44.5,53050,28451,4540,216,0,731
"Grundy County, Iowa",12299,42.6,68038,36231,6219,141,0,677
"Guthrie County, Iowa",10669,45.5,61161,31128,5326,165,0,914
"Hamilton County, Iowa",14997,42.6,60910,30127,7348,204,10,1452
"Hancock County, Iowa",10802,44.2,61761,30309,5647,127,4,1063
"Hardin County, Iowa",17061,44.7,54196,28770,8491,153,2,1564
"Harrison County, Iowa",14089,44,63854,32443,7292,114,8,1351
"Henry County, Iowa",19941,39.7,53501,26408,9264,538,3,1972
"Howard County, Iowa",9226,41.5,55060,29032,4728,117,0,810
"Humboldt County, Iowa",9554,42.9,54575,30480,4656,197,0,1225
"Ida County, Iowa",6901,43.7,58427,33789,3452,91,0,648
"Iowa County, Iowa",16189,41.7,61443,33755,8516,257,34,1388
"Jackson County, Iowa",19401,44.3,55967,29660,9547,364,0,2500
"Jasper County, Iowa",36971,42.1,58952,28604,18027,707,10,3186
"Jefferson County, Iowa",18148,42.9,47708,28611,9052,643,0,2087
"Johnson County, Iowa",148577,30.3,62542,35108,84129,3027,31,25469
"Jones County, Iowa",20559,43.1,57549,29453,9850,324,0,1755
"Keokuk County, Iowa",10188,43.7,52881,29957,4856,241,0,995
"Kossuth County, Iowa",14978,45.5,56073,31225,7322,230,0,1602
"Lee County, Iowa",34227,43.1,49564,26710,15554,1161,52,4658
"Linn County, Iowa",223861,37.7,64903,34545,118971,4546,76,22272
"Louisa County, Iowa",11178,41.9,56673,29021,5621,282,3,1120
"Lucas County, Iowa",8583,44.2,55205,31069,4113,145,9,991
"Lyon County, Iowa",11776,38,64982,29124,6076,120,1,538
"Madison County, Iowa",16012,40.7,66316,35470,8446,240,10,795
"Mahaska County, Iowa",22164,39.3,54825,28174,11050,446,3,2949
"Marion County, Iowa",33172,39.4,61038,30644,16911,382,0,2466
"Marshall County, Iowa",39964,38.7,56437,27196,18901,1002,0,4651
"Mills County, Iowa",15034,42.5,72079,34850,7404,309,28,1234
"Mitchell County, Iowa",10608,43.6,58302,29676,5392,124,0,710
"Monona County, Iowa",8730,46,47605,29591,4314,134,3,1242
"Monroe County, Iowa",7807,43,58269,28999,3785,155,0,809
"Montgomery County, Iowa",10053,44.2,51696,29781,4867,206,18,1180
"Muscatine County, Iowa",42889,38.1,58453,29511,21555,666,0,4054
"O'Brien County, Iowa",13835,41.9,53703,30564,7224,139,6,1440
"Osceola County, Iowa",6052,44,59725,30955,3109,93,0,745
"Page County, Iowa",15268,44.1,51867,27390,6982,340,0,1619
"Palo Alto County, Iowa",9003,41.4,52932,28445,4581,67,2,554
"Plymouth County, Iowa",25068,40,67297,33982,13367,241,16,2243
"Pocahontas County, Iowa",6797,47.6,52448,30013,3322,112,6,713
"Polk County, Iowa",479612,35.5,67637,35433,257032,11355,433,48969
"Pottawattamie County, Iowa",93393,39.7,60065,30318,47210,1843,29,9765
"Poweshiek County, Iowa",18388,40.5,53852,31827,9602,398,0,1654
"Ringgold County, Iowa",4964,44,55271,28756,2203,107,0,413
"Sac County, Iowa",9802,46.1,58232,32274,5024,132,0,947
"Scott County, Iowa",172446,38.3,61183,33643,84565,3383,168,20389
"Shelby County, Iowa",11606,46.4,58000,32703,6197,136,0,908
"Sioux County, Iowa",34827,33.4,69844,29360,18732,518,38,2047
"Story County, Iowa",96941,26.6,56756,29539,51453,2419,58,18022
"Tama County, Iowa",17032,42.6,56037,28585,8459,298,0,1975
"Taylor County, Iowa",6167,42.3,50431,29778,2982,112,0,606
"Union County, Iowa",12358,40.3,49900,27750,6143,283,0,1720
"Van Buren County, Iowa",7150,45.4,48591,27252,3051,168,0,906
"Wapello County, Iowa",35141,39.6,46246,26424,16377,1020,0,5132
"Warren County, Iowa",50076,38.3,77048,36496,26361,811,48,3933
"Washington County, Iowa",22100,40.3,62556,30547,11307,366,11,2140
"Wayne County, Iowa",6429,43.2,44768,25628,2799,48,0,1086
"Webster County, Iowa",36545,39,47466,26498,16772,710,18,4629
"Winnebago County, Iowa",10534,41.8,49870,28342,5477,192,0,884
"Winneshiek County, Iowa",20262,41.5,65263,32075,11678,235,2,1480
"Woodbury County, Iowa",102586,35.8,59224,28688,51942,2345,77,12649
"Worth County, Iowa",7445,43.9,57130,31949,3889,186,0,627
"Wright County, Iowa",12739,43.5,53333,29622,5738,191,0,1461
"Allen County, Kansas",12556,41.9,45333,23734,5873,280,2,2138
"Anderson County, Kansas",7835,40.8,50213,24309,3368,120,17,1151
"Atchison County, Kansas",16268,36.6,50439,24237,7792,224,3,2269
"Barber County, Kansas",4624,43.6,50174,27648,2127,55,0,746
"Barton County, Kansas",26453,39.9,49723,27495,13276,533,0,3978
"Bourbon County, Kansas",14608,39.1,43917,23102,6412,154,5,2271
"Brown County, Kansas",9626,42.1,48333,25208,4575,160,5,1257
"Butler County, Kansas",66698,38.6,64782,29986,31016,1211,159,6025
"Chase County, Kansas",2637,44.8,45353,23055,1111,52,0,300
"Chautauqua County, Kansas",3323,47.9,40298,22962,1364,99,0,605
"Cherokee County, Kansas",20179,41.3,43175,22615,8566,389,0,2604
"Cheyenne County, Kansas",2665,45.6,47639,29041,1269,24,0,247
"Clark County, Kansas",2026,45.3,53348,28227,988,15,0,213
"Clay County, Kansas",8082,42.5,53929,29235,3848,106,80,642
"Cloud County, Kansas",8938,40.8,45373,27279,4377,189,0,965
"Coffey County, Kansas",8254,43.8,59583,33371,4126,178,1,1008
"Comanche County, Kansas",1740,48.1,54821,30355,925,29,0,175
"Cowley County, Kansas",35351,38.8,50102,24726,15488,773,25,4675
"Crawford County, Kansas",38968,32.5,41004,23091,18488,999,31,7513
"Decatur County, Kansas",2860,50.6,48125,30905,1387,23,0,433
"Dickinson County, Kansas",18828,41.3,49991,27219,8958,388,68,2184
"Doniphan County, Kansas",7684,41,49703,25775,3841,101,22,926
"Douglas County, Kansas",120290,29.8,59435,32281,68190,2981,173,20169
"Edwards County, Kansas",2869,45.7,50902,27431,1416,34,0,277
"Elk County, Kansas",2523,52.3,38750,23875,967,58,0,449
"Ellis County, Kansas",28775,32.5,52883,30956,16115,469,5,4271
"Ellsworth County, Kansas",6231,42.1,54902,26443,2686,97,17,493
"Finney County, Kansas",36750,30.8,60798,24152,18616,769,23,4459
"Ford County, Kansas",34179,32.2,51711,23293,16617,1024,37,4858
"Franklin County, Kansas",25558,40,56582,26998,12732,494,22,2441
"Geary County, Kansas",34025,26.4,53133,23897,12001,568,5146,4292
"Gove County, Kansas",2644,48.2,48317,28859,1288,21,0,259
"Graham County, Kansas",2519,50.4,46375,27236,1229,22,0,242
"Grant County, Kansas",7467,32.6,53413,25411,3438,246,53,848
"Gray County, Kansas",6039,36,64930,29421,3158,84,0,338
"Greeley County, Kansas",1185,42.2,54112,28982,583,0,0,86
"Greenwood County, Kansas",6081,48.6,41982,27500,2875,69,18,799
"Hamilton County, Kansas",2591,35.8,46944,22003,1231,9,0,272
"Harper County, Kansas",5594,42.4,49865,24800,2371,145,0,874
"Harvey County, Kansas",34503,39.2,57982,28226,17037,584,3,3172
"Haskell County, Kansas",4018,36.9,55064,26814,1916,63,20,418
"Hodgeman County, Kansas",1876,47.6,61211,30044,989,36,0,204
"Jackson County, Kansas",13266,41.2,57914,28127,6081,333,2,1525
"Jefferson County, Kansas",18890,43.3,64864,30655,9450,355,11,1398
"Jewell County, Kansas",2885,52.8,40676,27731,1220,27,0,501
"Johnson County, Kansas",591506,37.6,89087,46517,322681,9508,365,31422
"Kearny County, Kansas",3907,34.7,52599,23415,1659,37,0,749
"Kingman County, Kansas",7340,45.4,60469,34578,3576,177,0,549
"Kiowa County, Kansas",2505,41.6,53274,26321,1212,38,0,155
"Labette County, Kansas",20119,41,47643,24572,9518,326,0,3619
"Lane County, Kansas",1564,40.7,52125,28435,864,23,0,187
"Leavenworth County, Kansas",80745,37.8,73013,32444,35647,1538,2279,6379
"Lincoln County, Kansas",3044,46.5,45076,25803,1440,50,0,271
"Linn County, Kansas",9671,44.4,48778,27926,4302,184,0,1565
"Logan County, Kansas",2805,39.7,51740,28135,1425,24,5,224
"Lyon County, Kansas",33251,33.4,46338,26904,17330,997,31,5356
"McPherson County, Kansas",28567,40.8,59089,31006,14832,293,52,2382
"Marion County, Kansas",11964,44.5,52123,26577,5726,210,2,971
"Marshall County, Kansas",9749,42.8,51895,28469,4854,163,33,854
"Meade County, Kansas",4180,37.9,59316,28945,2103,27,0,264
"Miami County, Kansas",33417,42.1,71995,35659,16663,477,66,2254
"Mitchell County, Kansas",6145,43.1,46203,25801,2728,101,0,874
"Montgomery County, Kansas",32521,40.3,45157,24647,14494,768,0,5911
"Morris County, Kansas",5566,46.6,55658,29558,2719,67,5,493
"Morton County, Kansas",2754,40.5,47750,23447,1150,30,0,273
"Nemaha County, Kansas",10121,39.9,63216,30344,5292,67,0,859
"Neosho County, Kansas",16108,40.2,46291,23845,7207,356,0,2926
"Ness County, Kansas",2876,50,56492,34243,1389,19,0,287
"Norton County, Kansas",5446,42.7,49038,25352,2350,29,0,564
"Osage County, Kansas",15881,43.8,54090,27951,7406,390,55,2226
"Osborne County, Kansas",3530,46.7,51286,30843,1751,29,0,506
"Ottawa County, Kansas",5822,43,54784,29230,2927,71,5,567
"Pawnee County, Kansas",6629,43,49917,25131,2694,67,0,353
"Phillips County, Kansas",5340,44.3,50093,27431,2621,76,0,511
"Pottawatomie County, Kansas",23847,35.4,66835,29345,11216,339,245,1900
"Pratt County, Kansas",9452,38.5,52327,27442,4493,162,85,1047
"Rawlins County, Kansas",2502,48.8,53207,28590,1255,21,0,268
"Reno County, Kansas",62765,40.3,49936,27073,29344,1376,39,7701
"Republic County, Kansas",4658,50.7,47976,27424,2264,38,0,492
"Rice County, Kansas",9658,38.9,53012,26737,4715,209,0,1271
"Riley County, Kansas",75056,25.1,51208,27272,36374,2258,6372,14591
"Rooks County, Kansas",5053,44.7,49415,26420,2465,78,0,380
"Rush County, Kansas",3022,46.6,47981,26552,1436,62,0,304
"Russell County, Kansas",6948,49.1,44792,26090,3135,220,0,761
"Saline County, Kansas",54701,38.6,52200,28813,27568,936,130,6132
"Scott County, Kansas",4917,39.7,65417,29315,2502,28,22,292
"Sedgwick County, Kansas",513375,35.4,56524,29530,249591,13414,2139,69506
"Seward County, Kansas",22349,29.4,49291,20754,10870,567,0,3668
"Shawnee County, Kansas",177852,39.1,56762,30974,85691,3668,273,19811
"Sheridan County, Kansas",2506,44.9,62885,35465,1308,34,0,130
"Sherman County, Kansas",5938,39.3,54754,27919,2931,108,15,660
"Smith County, Kansas",3627,51.4,43429,28994,1745,48,0,400
"Stafford County, Kansas",4181,44.1,49375,28060,2017,90,0,507
"Stanton County, Kansas",2052,35.3,52054,23033,917,14,0,370
"Stevens County, Kansas",5603,35.1,57806,24652,2493,149,11,1099
"Sumner County, Kansas",23114,41.2,55000,26954,10559,402,4,2667
"Thomas County, Kansas",7810,36,60124,30442,4232,96,0,883
"Trego County, Kansas",2840,49.4,57966,34230,1603,22,4,191
"Wabaunsee County, Kansas",6889,43.8,61178,27876,3379,90,7,330
"Wallace County, Kansas",1574,41.8,63269,27966,772,5,0,146
"Washington County, Kansas",5493,45.4,50588,27841,2637,47,0,581
"Wichita County, Kansas",2130,42.3,57978,29126,1119,33,0,69
"Wilson County, Kansas",8688,43.7,48341,27471,3993,207,0,1196
"Woodson County, Kansas",3157,47.4,39643,22672,1340,139,0,604
"Wyandotte County, Kansas",164861,33.7,46881,22335,76548,5410,143,31261
"Adair County, Kentucky",19222,41.8,38021,21196,7857,479,0,3655
"Allen County, Kentucky",20944,40.7,44036,22294,8744,457,21,3866
"Anderson County, Kentucky",22409,41.4,55334,27250,10461,809,0,3480
"Ballard County, Kentucky",8032,43.6,45048,25217,3319,217,0,1213
"Barren County, Kentucky",43884,40.5,41459,21869,18598,1346,9,10368
"Bath County, Kentucky",12355,40.6,44898,22238,4895,300,0,2501
"Bell County, Kentucky",26791,41.7,26272,15501,7569,840,0,9218
"Boone County, Kentucky",130820,37.5,78327,35991,67668,2663,106,9271
"Bourbon County, Kentucky",20058,41.8,49637,27802,9284,509,0,3005
"Boyd County, Kentucky",47682,42.3,48308,26193,18345,1564,0,8622
"Boyle County, Kentucky",29972,40.3,46382,26413,12253,751,0,3801
"Bracken County, Kentucky",8305,41.4,49158,24124,3665,165,0,1463
"Breathitt County, Kentucky",12977,42.2,27344,19053,3911,435,0,4367
"Breckinridge County, Kentucky",20176,43.1,47190,23286,7714,781,0,3674
"Bullitt County, Kentucky",80171,40.4,63348,29333,40256,1722,70,7150
"Butler County, Kentucky",12764,41.3,41763,22951,5179,312,0,2407
"Caldwell County, Kentucky",12702,44,44775,28799,5238,259,0,2112
"Calloway County, Kentucky",38837,35.6,42273,23219,18318,814,36,7541
"Campbell County, Kentucky",92861,38.2,63050,34025,46997,1955,9,12081
"Carlisle County, Kentucky",4784,42.8,45109,30065,1865,71,0,796
"Carroll County, Kentucky",10671,38.5,43524,25217,4458,383,15,2474
"Carter County, Kentucky",27159,41.6,34736,18778,8723,535,12,6674
"Casey County, Kentucky",15885,42.6,34819,18457,5659,494,0,3936
"Christian County, Kentucky",71414,28.3,43919,23021,23554,1880,7760,12635
"Clark County, Kentucky",35971,42.3,54953,28802,16357,965,18,5205
"Clay County, Kentucky",20368,39.6,26840,15391,5509,559,0,6940
"Clinton County, Kentucky",10193,41.9,32184,21019,3635,241,0,2423
"Crittenden County, Kentucky",9000,43.6,45244,23959,3704,81,0,1258
"Cumberland County, Kentucky",6697,46,35344,18728,2587,124,0,1406
"Daviess County, Kentucky",100474,38.9,51673,28806,45985,2414,45,16174
"Edmonson County, Kentucky",12138,44.3,43401,21802,4615,449,0,2182
"Elliott County, Kentucky",7510,41.4,32306,13856,1711,27,0,1808
"Estill County, Kentucky",14224,43.5,31688,17746,4831,597,0,4345
"Fayette County, Kentucky",320601,34.6,57291,34442,167423,8965,217,51715
"Fleming County, Kentucky",14513,41.4,44612,23593,6061,486,0,2877
"Floyd County, Kentucky",36456,42.2,32730,19471,10603,1348,0,10973
"Franklin County, Kentucky",50529,40.9,56274,30711,24531,1006,22,6015
"Fulton County, Kentucky",6130,43.5,30114,18247,2005,227,19,1604
"Gallatin County, Kentucky",8737,38.8,52167,23638,3863,227,17,1258
"Garrard County, Kentucky",17445,43,52631,26272,7412,518,0,2712
"Grant County, Kentucky",24951,36.3,48714,23721,10773,407,21,4012
"Graves County, Kentucky",37248,39.7,44043,24750,15681,1010,0,7165
"Grayson County, Kentucky",26247,40.3,38612,21231,10697,546,6,6585
"Green County, Kentucky",10979,44.6,35899,22506,4446,197,0,1953
"Greenup County, Kentucky",35555,43.4,51655,27722,14322,960,0,5909
"Hancock County, Kentucky",8720,39.9,57217,24830,3713,231,0,1015
"Hardin County, Kentucky",108527,37,54367,28606,47906,2914,2975,13938
"Harlan County, Kentucky",26699,41.3,26478,16468,7174,906,8,9335
"Harrison County, Kentucky",18722,42.2,48438,24154,8134,438,0,3225
"Hart County, Kentucky",18729,40.5,38396,20742,7248,446,0,3944
"Henderson County, Kentucky",45829,41.2,48926,26212,20338,1022,2,8273
"Henry County, Kentucky",15911,41.4,53926,25202,7291,313,0,2890
"Hickman County, Kentucky",4510,48,42929,28114,1598,120,0,647
"Hopkins County, Kentucky",45331,41.8,47170,25042,18846,1092,26,8534
"Jackson County, Kentucky",13369,42.2,32138,18560,4226,446,0,4240
"Jefferson County, Kentucky",767419,38.3,56586,33251,382608,22015,485,106938
"Jessamine County, Kentucky",53032,37.8,58245,31146,24409,1564,0,8651
"Johnson County, Kentucky",22634,41.8,37055,21974,6782,646,0,5003
"Kenton County, Kentucky",165668,37.1,64339,33330,85375,3761,16,18716
"Knott County, Kentucky",15260,43.2,31198,18475,4601,582,0,4531
"Knox County, Kentucky",31365,40,30181,17832,9838,759,0,10113
"Larue County, Kentucky",14204,40.9,47643,24803,6387,295,9,2013
"Laurel County, Kentucky",60357,40,41526,22398,23932,1674,52,13790
"Lawrence County, Kentucky",15671,41.2,32798,18124,4685,427,0,4115
"Lee County, Kentucky",6881,43.6,25275,17386,2002,232,16,2236
"Leslie County, Kentucky",10283,42.3,31627,15838,3000,313,0,3680
"Letcher County, Kentucky",22295,42.4,29886,20641,7050,1019,0,7409
"Lewis County, Kentucky",13417,42.8,31147,19860,4330,237,0,3219
"Lincoln County, Kentucky",24476,41.3,42919,21480,10037,588,0,5086
"Livingston County, Kentucky",9235,46,50839,27728,3888,232,0,1331
"Logan County, Kentucky",26902,40.7,48014,24221,11162,593,15,4507
"Lyon County, Kentucky",8271,50.6,52528,26994,2877,52,0,1100
"McCracken County, Kentucky",65268,42.2,46080,32357,28954,1164,53,10042
"McCreary County, Kentucky",17465,39.4,28105,14505,4797,502,0,5330
"McLean County, Kentucky",9283,42.4,51861,25610,3729,317,9,1471
"Madison County, Kentucky",90802,34.1,50060,25837,42683,2616,50,15901
"Magoffin County, Kentucky",12491,42.3,28147,18243,3372,624,0,3486
"Marion County, Kentucky",19244,39.3,40107,22241,7700,749,0,4236
"Marshall County, Kentucky",31192,44.9,55113,29792,13466,562,0,3177
"Martin County, Kentucky",11648,39.5,41013,18017,3276,311,0,2064
"Mason County, Kentucky",17112,40.6,45377,28411,7255,384,21,2978
"Meade County, Kentucky",28182,38.6,56603,27861,12001,801,807,3369
"Menifee County, Kentucky",6443,44.6,39325,20588,2425,82,0,1507
"Mercer County, Kentucky",21592,43.2,55093,27061,9681,809,30,3032
"Metcalfe County, Kentucky",10036,43.9,37386,19121,3918,175,0,2304
"Monroe County, Kentucky",10627,41.4,34879,23481,4394,289,0,2493
"Montgomery County, Kentucky",27884,39.7,45516,22381,11657,679,11,5006
"Morgan County, Kentucky",13288,42,36134,18310,3699,247,10,2629
"Muhlenberg County, Kentucky",30951,42.4,43590,22612,11945,836,0,4587
"Nelson County, Kentucky",45650,39.8,60127,32735,21654,1026,49,4147
"Nicholas County, Kentucky",7153,41.1,38149,22212,2821,176,0,1965
"Ohio County, Kentucky",24071,40.3,45564,24297,9677,843,49,4435
"Oldham County, Kentucky",65967,38.9,99128,42272,31732,1110,87,3664
"Owen County, Kentucky",10796,42.8,48801,25640,4488,168,0,2021
"Owsley County, Kentucky",4442,43.4,30284,18940,1262,173,0,1305
"Pendleton County, Kentucky",14572,40.6,54375,24120,6497,231,0,2554
"Perry County, Kentucky",26624,41.2,33640,23135,8855,1193,0,6712
