STREET NAME ID,STREET NAME,STREET FULL NAME,POSTAL COMMUNITY,MUNICIPAL COMMUNITY
1600110,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600111,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600112,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600113,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600114,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600115,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600116,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600117,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600118,PUBLIC DRIVE,PUBLIC DRIVE,BAKER,PARISH
1600119,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,PARISH
1600120,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,PARISH
1600123,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600124,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600133,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600134,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600135,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600136,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600137,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600138,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600139,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600140,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600141,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600143,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600144,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600145,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600146,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600147,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600148,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600149,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600150,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600151,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600152,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600153,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600154,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600155,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600156,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600157,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600158,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600159,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600160,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600161,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600162,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600163,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600165,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600166,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600167,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600168,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600169,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600170,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600171,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600172,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600173,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600174,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600175,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600176,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600177,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600178,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600179,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600180,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600181,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600182,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600183,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,PARISH
1600184,PUBLIC DRIVE,PUBLIC DRIVE,GREENWELL SPRINGS,CENTRAL
1600185,PUBLIC DRIVE,PUBLIC DRIVE,GREENWELL SPRINGS,CENTRAL
1600186,PUBLIC DRIVE,PUBLIC DRIVE,GREENWELL SPRINGS,CENTRAL
1600187,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600188,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600189,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600190,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600191,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600192,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600193,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600194,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600195,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600196,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1600197,PUBLIC DRIVE,PUBLIC DRIVE,BATON ROUGE,BATON ROUGE
1600198,PUBLIC DRIVE,PUBLIC DRIVE,ZACHARY,ZACHARY
1601,EDGEWOOD,EDGEWOOD DR,BATON ROUGE,BATON ROUGE
1602,EDINBURGH,EDINBURGH AVE,BATON ROUGE,BATON ROUGE
1603,EDISON,EDISON ST,BATON ROUGE,BATON ROUGE
1604,EDMUND HAWES,EDMUND HAWES RD,BATON ROUGE,PARISH
1606,EDNIE,EDNIE LN,GREENWELL SPRINGS,CENTRAL
1607,EDUCATION,EDUCATION ST,BATON ROUGE,BATON ROUGE
1608,EDWARD,EDWARD AVE,BATON ROUGE,BATON ROUGE
1609,EDWARDS,EDWARDS RD,PRIDE,PARISH
161,AMEN CORNER,AMEN CORNER CT,BATON ROUGE,PARISH
1610,EDWIN,EDWIN ST,BATON ROUGE,BATON ROUGE
1611,EFFRINGHAM,EFFRINGHAM AVE,BATON ROUGE,BATON ROUGE
1612,EGRET,EGRET ST,BATON ROUGE,BATON ROUGE
1613,EILAND,EILAND ST,BATON ROUGE,BATON ROUGE
1614,EILEEN,EILEEN DR,BATON ROUGE,BATON ROUGE
1615,EL CAJON,EL CAJON DR,BATON ROUGE,BATON ROUGE
1616,EL CAJON,W EL CAJON DR,BATON ROUGE,BATON ROUGE
1617,EL CAMINO,EL CAMINO AVE,BATON ROUGE,BATON ROUGE
1618,EL MONTE,EL MONTE DR,BATON ROUGE,BATON ROUGE
1619,EL MORRO,EL MORRO DR,BATON ROUGE,BATON ROUGE
162,AMERICA,AMERICA ST,BATON ROUGE,BATON ROUGE
1620,EL RANCHITOS,EL RANCHITOS AVE,GREENWELL SPRINGS,CENTRAL
1621,EL SCOTT,EL SCOTT AVE,BATON ROUGE,PARISH
16214,OLD NORMANDIE,OLD NORMANDIE LN,BATON ROUGE,BATON ROUGE
16215,CALDWELL,CALDWELL AVE,BATON ROUGE,BATON ROUGE
16216,AUTUMN LEAF,AUTUMN LEAF PKWY,BATON ROUGE,PARISH
16219,PINE GROVE,PINE GROVE DR,BATON ROUGE,PARISH
1622,ELAIN,ELAIN DR,BATON ROUGE,BATON ROUGE
16220,SPRING,SPRING CT,BATON ROUGE,PARISH
16221,HAWTHORNE HOLLOW,HAWTHORNE HOLLOW LOOP,BATON ROUGE,PARISH
16222,MC INNIS,MC INNIS DR,BATON ROUGE,PARISH
16223,MANCHAC PASS,MANCHAC PASS AVE,BATON ROUGE,PARISH
16224,MORNINGBROOK,MORNINGBROOK DR,BATON ROUGE,BATON ROUGE
16225,MISTYBROOK,MISTYBROOK DR,BATON ROUGE,BATON ROUGE
16226,BABBLINGBROOK,BABBLINGBROOK DR,BATON ROUGE,BATON ROUGE
16227,GENTLEBROOK,GENTLEBROOK DR,BATON ROUGE,BATON ROUGE
16228,ROCKYBROOK,ROCKYBROOK DR,BATON ROUGE,BATON ROUGE
16229,MISTYBROOK,N MISTYBROOK DR,BATON ROUGE,BATON ROUGE
1623,ELAINE,S ELAINE DR,BATON ROUGE,BATON ROUGE
16230,COUNTRY CLUB,COUNTRY CLUB PL,BATON ROUGE,BATON ROUGE
16232,JAMES POINT,JAMES POINT DR,BATON ROUGE,PARISH
16233,CASA COLINA,CASA COLINA CT,BATON ROUGE,PARISH
16234,HILL,N HILL ST,BATON ROUGE,BATON ROUGE
16235,FRENCH SETTLEMENT,FRENCH SETTLEMENT RD,ZACHARY,ZACHARY
16236,SPANISH,SPANISH TRAIL W,ZACHARY,ZACHARY
16237,SPANISH,SPANISH TRAIL E,ZACHARY,ZACHARY
16238,CREOLE,CREOLE CT,ZACHARY,ZACHARY
1624,ELBERT,ELBERT DR,BATON ROUGE,BATON ROUGE
16242,SPRING CREEK,SPRING CREEK DR,BATON ROUGE,PARISH
16243,LAKE WILLOW,LAKE WILLOW AVE,BATON ROUGE,PARISH
16244,KINGHURST,KINGHURST AVE,BATON ROUGE,PARISH
16245,MARSHALL BOND,MARSHALL BOND DR,ZACHARY,ZACHARY
16246,BOUDREAUX,BOUDREAUX AVE,ZACHARY,ZACHARY
16247,LANDRY,LANDRY DR,ZACHARY,ZACHARY
16248,BRADY,BRADY AVE,ZACHARY,ZACHARY
16249,ARCENEAUX,ARCENEAUX AVE,ZACHARY,ZACHARY
1625,ELBERTA,ELBERTA LN,ZACHARY,PARISH
16250,HARREL,HARREL DR,ZACHARY,ZACHARY
16251,KINGS CANYON,KINGS CANYON DR N,BATON ROUGE,BATON ROUGE
16252,LAKLON,LAKLON AVE,GREENWELL SPRINGS,PARISH
16253,MAIN,MAIN ST,"BAKER,ZACHARY","BAKER,ZACHARY"
16254,AUDUBON SQUARE,AUDUBON SQUARE,BATON ROUGE,PARISH
16255,MILL GROVE,MILL GROVE LN,BATON ROUGE,PARISH
16256,MUIR,MUIR ST,BATON ROUGE,PARISH
16257,BARTRAM,BARTRAM AVE,BATON ROUGE,PARISH
16258,EAGLE,E EAGLE ST,ZACHARY,ZACHARY
16259,FORESTRY,FORESTRY LN,BATON ROUGE,BATON ROUGE
1626,ELDER,ELDER ST,BATON ROUGE,PARISH
16262,FAIRWAY,FAIRWAY DR,ZACHARY,ZACHARY
16263,EAGLE,EAGLE ST,ZACHARY,ZACHARY
16264,BIRDIE,BIRDIE DR,ZACHARY,ZACHARY
16265,HICKORY,HICKORY LN,ZACHARY,ZACHARY
16266,MEADOWLAND,MEADOWLAND CT,ZACHARY,ZACHARY
16268,DOGWOOD,DOGWOOD LN,ZACHARY,ZACHARY
16269,PEACHTREE,PEACHTREE LN,ZACHARY,ZACHARY
1627,ELDERWOOD,ELDERWOOD AVE,BATON ROUGE,BATON ROUGE
16270,PENNY,PENNY LN,ZACHARY,ZACHARY
16271,HIGHLAND POINTE,HIGHLAND POINTE DR,BATON ROUGE,PARISH
16272,AMEREST,AMEREST AVE,BAKER,BAKER
16273,ONION,ONION BLVD,BATON ROUGE,BATON ROUGE
16274,IRENE,IRENE BLVD,BATON ROUGE,BATON ROUGE
16275,ROCKINGHAM WAY,ROCKINGHAM WAY DR,BATON ROUGE,PARISH
16276,QUEEN'S CARRIAGE,QUEEN'S CARRIAGE ST,ZACHARY,ZACHARY
16277,FOX HUNT,FOX HUNT DR,ZACHARY,ZACHARY
16278,PINEDALE,PINEDALE AVE,BATON ROUGE,PARISH
1628,ELEANOR,ELEANOR DR,BATON ROUGE,BATON ROUGE
16280,BRIDGES,BRIDGES ST,BATON ROUGE,PARISH
16281,MAGNOLIA TRACE,MAGNOLIA TRACE PKWY,BATON ROUGE,PARISH
16282,MAGNOLIA BLUFF,MAGNOLIA BLUFF CT,BATON ROUGE,PARISH
16283,MAGNOLIA GROVE,MAGNOLIA GROVE DR,BATON ROUGE,PARISH
16284,MAGNOLIA,MAGNOLIA CT,BATON ROUGE,PARISH
16286,SIEGEN-HOLIDAY,SIEGEN-HOLIDAY CIR,BATON ROUGE,PARISH
16287,CENTERPOINTE,CENTERPOINTE DR,BATON ROUGE,BATON ROUGE
16289,SAINT GEORGE,SAINT GEORGE DR,BATON ROUGE,PARISH
1629,ELGIN,ELGIN ST,BATON ROUGE,BATON ROUGE
16293,ARLESS,ARLESS AVE,BATON ROUGE,BATON ROUGE
16294,PLAINSVIEW,PLAINSVIEW RD,ZACHARY,PARISH
16295,OAK POINT,OAK POINT AVE,BATON ROUGE,PARISH
16296,OAKWOOD,OAKWOOD LN,BATON ROUGE,PARISH
16297,COLESIE,COLESIE LN,SLAUGHTER,PARISH
16298,MAGNOLIA CROSSING,MAGNOLIA CROSSING DR,GREENWELL SPRINGS,CENTRAL
16299,MAGNOLIA TRACE,MAGNOLIA TRACE DR,GREENWELL SPRINGS,CENTRAL
163,AMERICAN,AMERICAN WAY,BATON ROUGE,"BATON ROUGE,PARISH"
1630,ELI,ELI DR,ZACHARY,ZACHARY
16305,ALICE LOUISE,ALICE LOUISE DR,GREENWELL SPRINGS,CENTRAL
16307,HARBOR,HARBOR LN,GREENWELL SPRINGS,CENTRAL
16308,GRAPEVINE,GRAPEVINE DR,CENTRAL,CENTRAL
16309,LAVENDER,LAVENDER DR,CENTRAL,CENTRAL
1631,ELISE,ELISE DR,BATON ROUGE,BATON ROUGE
16310,RUSTIC ROSE,RUSTIC ROSE AVE,CENTRAL,CENTRAL
16312,CHENNAULT,CHENNAULT WAY,"CENTRAL,GREENWELL SPRINGS",CENTRAL
16313,ELISSA,ELISSA LN,"CENTRAL,GREENWELL SPRINGS",CENTRAL
16314,LA PETITE,LA PETITE LN,CENTRAL,CENTRAL
16260,COURSEY,COURSEY CT,BATON ROUGE,"BATON ROUGE,PARISH"
16315,MINETTE,MINETTE LN,CENTRAL,CENTRAL
16317,EISWORTH,N EISWORTH AVE,"CENTRAL,GREENWELL SPRINGS",CENTRAL
16318,MAGNOLIA SQUARE,MAGNOLIA SQUARE CIR,CENTRAL,CENTRAL
16319,MAGNOLIA SQUARE,MAGNOLIA SQUARE DR,CENTRAL,CENTRAL
1632,ELISSALDE,ELISSALDE ST,BATON ROUGE,BATON ROUGE
16322,LIVE OAK GROVE,LIVE OAK GROVE DR,CENTRAL,CENTRAL
16323,CATHERINE GREEN,CATHERINE GREEN AVE,CENTRAL,CENTRAL
16324,CATHERINE GROVE,CATHERINE GROVE AVE,CENTRAL,CENTRAL
16325,CATHERINE WAY,CATHERINE WAY DR,CENTRAL,CENTRAL
16326,CENTRAL GREEN,CENTRAL GREEN WAY,CENTRAL,CENTRAL
16327,ROYAL,ROYAL ALY,ZACHARY,ZACHARY
16328,SAINT PHILLIP,SAINT PHILLIP ALY,ZACHARY,ZACHARY
16329,DAUPHINE,DAUPHINE ALY,ZACHARY,ZACHARY
1633,ELITE,ELITE DR,BATON ROUGE,BATON ROUGE
16330,CLUB VIEW,CLUB VIEW CT,ZACHARY,ZACHARY
16331,INDEPENDENCE,INDEPENDENCE BLVD,ZACHARY,ZACHARY
16332,MIKE MORRIS,MIKE MORRIS PKWY,ZACHARY,ZACHARY
16333,CYPRESS BEND,CYPRESS BEND AVE,ZACHARY,ZACHARY
16334,LONG BRANCH,LONG BRANCH AVE,ZACHARY,ZACHARY
16336,GRAND LAKES,GRAND LAKES AVE,ZACHARY,ZACHARY
16337,COUNTRY LAKES,COUNTRY LAKES AVE,ZACHARY,ZACHARY
16338,FLEUR DE LIS,FLEUR DE LIS,ZACHARY,ZACHARY
16347,ARBOR,ARBOR LN,ZACHARY,ZACHARY
16348,HIGHLAND OAKS,HIGHLAND OAKS AVE,ZACHARY,ZACHARY
16349,LAKERIDGE,LAKERIDGE DR,ZACHARY,ZACHARY
1635,ELIZABETH DEBORAH,ELIZABETH DEBORAH DR,ZACHARY,ZACHARY
16350,CYPRESS PARK,CYPRESS PARK DR,ZACHARY,ZACHARY
16351,MAE,E MAE ST,ZACHARY,ZACHARY
16353,37TH,37TH ST,ZACHARY,ZACHARY
16354,APPLE BLOSSOM,APPLE BLOSSOM LN,ZACHARY,ZACHARY
16355,CEDAR,CEDAR RD,ZACHARY,ZACHARY
16356,FLORIDA,FLORIDA ST,ZACHARY,ZACHARY
16357,DOTTIE LEE,DOTTIE LEE RD,ZACHARY,ZACHARY
16358,DEER HAVEN,DEER HAVEN DR,ZACHARY,ZACHARY
16359,APRIL,APRIL ST,ZACHARY,ZACHARY
1636,ELIZABETH,ELIZABETH DR,BATON ROUGE,BATON ROUGE
16362,MARIE,MARIE ST,ZACHARY,ZACHARY
16363,DRIFTWOOD,DRIFTWOOD DR,ZACHARY,ZACHARY
16364,SHADY RIDGE,SHADY RIDGE DR,ZACHARY,ZACHARY
16365,ROSE,ROSE ST,ZACHARY,ZACHARY
16366,HERMOSA VISTA,HERMOSA VISTA AVE,CENTRAL,CENTRAL
16367,COMENA,COMENA LN,ZACHARY,PARISH
16368,CENTER TOWN,CENTER TOWN DR,BATON ROUGE,PARISH
16369,LAKE TOWN,LAKE TOWN DR,BATON ROUGE,PARISH
1637,ELIZABETH PLACE,ELIZABETH PLACE DR,ZACHARY,ZACHARY
16370,MARKET EAST,MARKET EAST DR,BATON ROUGE,PARISH
16374,BOXELDER,BOXELDER DR,BATON ROUGE,BATON ROUGE
16375,CELESTE,N CELESTE DR,BAKER,BAKER
16376,JOHNSON,JOHNSON ST,BAKER,BAKER
16377,LAKE POINTE,LAKE POINTE AVE,ZACHARY,ZACHARY
16379,CARNOUSTIE,CARNOUSTIE DR,ZACHARY,ZACHARY
1638,ELK LAKE,ELK LAKE DR,BATON ROUGE,PARISH
16380,SOUTHWIND,SOUTHWIND AVE,ZACHARY,ZACHARY
16382,PINE THICKET,PINE THICKET AVE,ZACHARY,ZACHARY
16383,BURT,BURT DR,ZACHARY,ZACHARY
16384,PRAIRIEVIEW,PRAIRIEVIEW DR,ZACHARY,ZACHARY
16385,HONEYSUCKLE,HONEYSUCKLE DR,ZACHARY,ZACHARY
16386,OAKLEY,OAKLEY DR,ZACHARY,ZACHARY
16387,GREENWOOD,GREENWOOD LN,ZACHARY,ZACHARY
16388,PIN OAK,PIN OAK LN,ZACHARY,ZACHARY
1639,ELKHORN,ELKHORN DR,GREENWELL SPRINGS,CENTRAL
16390,LAKECREST,LAKECREST DR,ZACHARY,ZACHARY
16391,LAKELAND,LAKELAND DR,ZACHARY,ZACHARY
16392,FIRE STATION,FIRE STATION RD,ZACHARY,ZACHARY
16395,CAMELIA,CAMELIA AVE,BAKER,BAKER
16396,HOPE,HOPE ST,BAKER,BAKER
16397,ELDERBERRY,ELDERBERRY AVE,BATON ROUGE,BATON ROUGE
164,AMESBURY,AMESBURY CIR,BATON ROUGE,BATON ROUGE
1640,ELKWOOD,ELKWOOD DR,BATON ROUGE,BATON ROUGE
16400,HIDDEN VILLA,HIDDEN VILLA DR,BATON ROUGE,PARISH
16402,STANFORD OAKS,STANFORD OAKS AVE,BATON ROUGE,BATON ROUGE
16403,DELORES PLACE,DELORES PLACE CT,BATON ROUGE,PARISH
16404,PECUE,PECUE BLVD,BATON ROUGE,PARISH
16406,PARKWOOD,PARKWOOD AVE,BATON ROUGE,BATON ROUGE
16407,GLENHAVEN,GLENHAVEN AVE,BATON ROUGE,BATON ROUGE
16409,RIVER,N RIVER RD,BATON ROUGE,BATON ROUGE
1641,ELLA,ELLA ST,BATON ROUGE,BATON ROUGE
16410,RIVER,S RIVER RD,BATON ROUGE,BATON ROUGE
16411,PETIT PIERRE,PETIT PIERRE AVE,BATON ROUGE,PARISH
16412,SILO,SILO DR,BATON ROUGE,PARISH
16413,DIVINCENTI,DIVINCENTI DR,BATON ROUGE,BATON ROUGE
16414,MARY LILLIAN,MARY LILLIAN LN,GREENWELL SPRINGS,CENTRAL
16415,PARKVIEW,PARKVIEW CT,BATON ROUGE,BATON ROUGE
16416,PATRIOT,PATRIOT DR,BATON ROUGE,BATON ROUGE
16417,QUARTER,QUARTER DR,CENTRAL,CENTRAL
16418,NOELLE,NOELLE LN,BATON ROUGE,PARISH
16419,MC CAA LANDING,MC CAA LANDING DR,GREENWELL SPRINGS,CENTRAL
1642,ELLEN,ELLEN DR,BATON ROUGE,PARISH
16420,MC CAA LANDING,MC CAA LANDING AVE,GREENWELL SPRINGS,CENTRAL
16421,ACADIANA,ACADIANA WAY,GREENWELL SPRINGS,CENTRAL
16422,CLEAR SPRING,CLEAR SPRING AVE,GREENWELL SPRINGS,CENTRAL
16423,MAGNOLIA TRAIL,MAGNOLIA TRAIL AVE,GREENWELL SPRINGS,CENTRAL
16424,CYPRESS,CYPRESS RD,BATON ROUGE,BATON ROUGE
16425,CARTER,CARTER CT,BATON ROUGE,BATON ROUGE
16426,BELHAVEN TRACE,BELHAVEN TRACE DR,BATON ROUGE,BATON ROUGE
16427,BELHAVEN,BELHAVEN CIR,BATON ROUGE,BATON ROUGE
16428,MOUNT CARMEL,MOUNT CARMEL LN,BATON ROUGE,BATON ROUGE
16429,BELLE VILLA,BELLE VILLA DR,BATON ROUGE,PARISH
1643,ELLERSLIE,ELLERSLIE DR,BATON ROUGE,BATON ROUGE
16432,MIDDLE ASBURY,MIDDLE ASBURY LN,SLAUGHTER,PARISH
16433,BENTON'S FERRY,BENTON'S FERRY AVE,GREENWELL SPRINGS,CENTRAL
16434,SPRING HOUSE,SPRING HOUSE DR,GREENWELL SPRINGS,CENTRAL
16435,BRADFORD,BRADFORD AVE,GREENWELL SPRINGS,CENTRAL
16436,PERKINS PALMS,PERKINS PALMS AVE,BATON ROUGE,BATON ROUGE
16437,BREVARD,BREVARD LN,ZACHARY,PARISH
16439,PRATH,PRATH DR,BATON ROUGE,PARISH
16440,BERGIN,BERGIN DR,BATON ROUGE,PARISH
16441,STARING,S STARING LN,BATON ROUGE,"BATON ROUGE,PARISH"
16442,PERKINS,PERKINS LN,BATON ROUGE,BATON ROUGE
16443,PERKINS LANE,PERKINS LANE ALY,BATON ROUGE,BATON ROUGE
16444,PERKINS LANE,PERKINS LANE CT,BATON ROUGE,BATON ROUGE
16445,LIVE OAK,LIVE OAK ALY,BATON ROUGE,BATON ROUGE
16446,ALBIZIA,ALBIZIA CT,BATON ROUGE,BATON ROUGE
16447,PENTAIR,PENTAIR DR,BATON ROUGE,PARISH
16448,OLD COMITE,OLD COMITE DR,BAKER,CENTRAL
1645,ELLIOT,ELLIOT RD,BATON ROUGE,PARISH
16450,DE LA VIE,RUE DE LA VIE,BATON ROUGE,PARISH
16451,HIGHLAND MARKET,HIGHLAND MARKET DR,BATON ROUGE,PARISH
16452,ROYAL VILLA,ROYAL VILLA DR,BATON ROUGE,PARISH
16454,BLUEBONNET PARC,BLUEBONNET PARC AVE,BATON ROUGE,PARISH
16456,PIETA,PIETA LN,BATON ROUGE,PARISH
16458,CORDOVA,CORDOVA AVE,BATON ROUGE,PARISH
16459,SEVILLE,SEVILLE CT,BATON ROUGE,PARISH
1646,ELLIS,ELLIS AVE,BATON ROUGE,PARISH
16460,EDDIE DUFFARD,EDDIE DUFFARD DR,BATON ROUGE,BATON ROUGE
16461,AIRPARK,AIRPARK BLVD,BATON ROUGE,BATON ROUGE
16462,L'AUBERGE CROSSING,L'AUBERGE CROSSING DR,BATON ROUGE,BATON ROUGE
16463,OAK BEND,OAK BEND DR,BAKER,BAKER
16464,CHAMPIONS,CHAMPIONS DR,BATON ROUGE,BATON ROUGE
16465,MARAVICH,MARAVICH LN,BATON ROUGE,BATON ROUGE
16466,PONTIFF,PONTIFF AVE,BATON ROUGE,BATON ROUGE
16468,BELL TOWER,BELL TOWER WAY,BATON ROUGE,BATON ROUGE
1647,ELLSWORTH,ELLSWORTH AVE,BATON ROUGE,PARISH
16470,MARKET WEST,MARKET WEST DR,BATON ROUGE,PARISH
16475,L'AUBERGE,L'AUBERGE AVE,BATON ROUGE,BATON ROUGE
16476,CYPRESS BARN,CYPRESS BARN DR,BATON ROUGE,PARISH
16477,OLD WELL,OLD WELL DR,BATON ROUGE,PARISH
16479,IBIZA,IBIZA DR,BATON ROUGE,PARISH
1648,ELLWOOD,ELLWOOD ST,BATON ROUGE,BATON ROUGE
16481,EWELL,EWELL BLVD,BAKER,BAKER
16482,OAKS EDGE,OAKS EDGE DR,ZACHARY,ZACHARY
16485,GRAND BAY,GRAND BAY CT,BATON ROUGE,PARISH
16486,BON TEMPS,BON TEMPS PL,BATON ROUGE,BATON ROUGE
16487,JACOBSEN,JACOBSEN LN,GREENWELL SPRINGS,PARISH
1649,ELM,ELM DR,BATON ROUGE,BATON ROUGE
16490,RIVER PARK,RIVER PARK BLVD,BATON ROUGE,BATON ROUGE
16491,MC KEE,MC KEE LN,ZACHARY,PARISH
16492,K,AVENUE K,ZACHARY,ZACHARY
16493,SONNY,SONNY LN,ZACHARY,PARISH
16494,AUTUMN BLOSSOM,AUTUMN BLOSSOM AVE,BATON ROUGE,BATON ROUGE
16495,NORTH LANDFILL ENTRANCE,NORTH LANDFILL ENTRANCE RD,ZACHARY,PARISH
16496,BAYOU PAUL,BAYOU PAUL LN,ST. GABRIEL,PARISH
16497,ALLIGATOR BAYOU,ALLIGATOR BAYOU RD,PRAIRIEVILLE,PARISH
16498,BLUFF,BLUFF RD,PRAIRIEVILLE,PARISH
16499,RICHARDS,N RICHARDS DR,BATON ROUGE,BATON ROUGE
165,AMHERST,AMHERST AVE,BATON ROUGE,BATON ROUGE
16501,NORTHBROOK,NORTHBROOK DR,BATON ROUGE,PARISH
16502,ABERTAY,ABERTAY AVE,BATON ROUGE,PARISH
16503,GREENWICH,GREENWICH DR,BATON ROUGE,PARISH
16504,CAMP DAVID,CAMP DAVID RD,ZACHARY,PARISH
16508,LONG FARM,LONG FARM RD,BATON ROUGE,PARISH
16509,COLUMBIA,COLUMBIA ST,BATON ROUGE,PARISH
16511,BILLIU,BILLIU ST,BATON ROUGE,PARISH
16512,LINDEN VIEW,LINDEN VIEW RD,BATON ROUGE,PARISH
16513,PRESERVATION,PRESERVATION WAY,BATON ROUGE,PARISH
16517,LOWER ASBURY,LOWER ASBURY LN,SLAUGHTER,PARISH
16519,PIRATES,PIRATES ALY,CENTRAL,CENTRAL
1652,ELM GROVE GARDEN,ELM GROVE GARDEN DR,BATON ROUGE,BATON ROUGE
16520,CAJUN WOODS,CAJUN WOODS RD,BATON ROUGE,PARISH
